Epoch,TotalEnvInteracts, AverageEvalReward,     StdEvalReward,     MinEvalReward,     MaxEvalReward,EvalEpLen,             LossPi,            LossQ1,            LossQ2,           Entropy,         AlphaCoeff,              Time
   28,           140000, 612.2539015319817, 78.74027550451356, 494.9687993544194, 730.9164874782844,    115.6,-246.28050231933594, 60.09368896484375, 58.55268859863281, 18.07413673400879,0.20000001788139343,21.050556449095406
   29,           145000, 508.3411701122257, 78.61907647924758, 412.4506532961801, 680.1050545994364,     98.2,-247.06825256347656, 60.23655700683594,58.874393463134766,18.059669494628906,0.20000001788139343,21.794353000322978
   30,           150000, 582.4262648744814,117.07093010111828,409.03850603584465, 823.2523085664302,    118.1, -248.9569549560547, 60.76237487792969,59.516075134277344,18.092941284179688,0.20000001788139343,22.540700928370157
   31,           155000,  585.205290004772, 87.46857936145483,464.54529532901324,  746.247699551905,    111.2, -250.9935302734375, 61.52198791503906,59.979286193847656,18.116390228271484,0.20000001788139343,23.295184644063315
   32,           160000, 636.3388035826098,132.76587657616412, 454.9456290608698, 842.5525662759402,    127.4,-253.12794494628906,63.129886627197266, 61.56131362915039,18.109207153320312,0.20000001788139343,24.042771855990093
   33,           165000,  623.918903826704, 106.6838947889575, 516.2909653536801, 835.4519845909701,    116.5,-255.02957153320312, 64.56361389160156, 63.15152359008789, 18.06863021850586,0.20000001788139343,24.800230487187704
   34,           170000, 550.7021061097732, 93.45541801904398, 449.7455902233402, 760.5096319905208,    101.6,-257.08648681640625, 66.32254791259766, 64.99193572998047,18.068811416625977,0.20000001788139343,25.545439438025156
   35,           175000,473.01392465350546, 40.08306561406554,414.28892857793375, 550.9708522972243,     87.8, -258.1163024902344, 68.50579833984375, 66.82923889160156, 18.08198356628418,0.20000001788139343,26.303218758106233
   36,           180000, 587.8488558381604,137.31197626506116, 456.3279604255791, 912.0804371597058,    111.2,   -259.56494140625,  69.0842056274414, 67.32572174072266,18.081335067749023,0.20000001788139343, 27.06767861445745
   37,           185000, 772.2775165731646, 245.3911233157384, 528.2007283038349,1234.2402961672287,    146.3,  -261.531494140625, 69.30673217773438, 67.69107818603516, 18.05364990234375,0.20000001788139343,27.809200763702393
   38,           190000, 1225.160709046088,260.18733746824466, 703.3124457057268,1663.9744142425666,    232.9, -264.5041809082031, 71.24774169921875, 69.72942352294922,18.048337936401367,0.20000001788139343,28.584406928221384
   39,           195000, 726.8962245343218, 276.1554948630508, 475.0447138225218,1215.2435450650225,    135.8, -267.0444641113281,    72.25830078125, 70.48214721679688,18.046279907226562,0.20000001788139343,29.346207201480865
   40,           200000, 834.6007640692217, 308.9083340255139,463.99027600514086,1480.9825048371192,    164.2,-268.99530029296875, 73.15147399902344, 71.77473449707031, 18.02927017211914,0.20000001788139343,30.098548988501232
   41,           205000, 757.2580173273445,210.15925718604532,470.61052022427435,1057.7177914812341,    141.5, -271.3319396972656, 73.59294128417969, 71.64627838134766, 18.01233673095703,0.20000001788139343,30.855471801757812
   42,           210000, 992.9414905084068, 292.7189729491393, 652.5229769791762, 1690.252917865883,    189.4, -274.4637451171875, 73.21697235107422,  71.3865737915039, 18.02622413635254,0.20000001788139343,31.627535951137542
   43,           215000,  741.183290382152,385.17826092661585,482.70659493892356,1802.6849912706048,    143.3, -277.1238098144531, 75.04164123535156,  73.7088623046875,17.954504013061523,0.20000001788139343, 32.38398729960124
   44,           220000, 830.2529578425607,238.15307340126307,495.03505487433614, 1282.532937657363,    156.5, -280.3037414550781, 78.29756164550781, 76.65898895263672,17.891210556030273,0.20000001788139343,33.142143813769025
   45,           225000, 676.0719005613298, 187.4387897869073, 471.0569957554793,1156.9586641478568,    128.3,   -282.84033203125, 82.02176666259766, 80.08992767333984, 17.85875701904297,0.20000001788139343,33.883522931734724
   46,           230000, 852.8294032934919,239.29346243359333, 556.1176902008168, 1354.099321063312,    167.2,-285.81549072265625, 83.93468475341797, 82.54075622558594, 17.80820655822754,0.20000001788139343, 34.64217260281245
   47,           235000, 766.9893577385119,362.45486889561545,501.70493488544605,1750.5048298897198,    145.6, -288.6665954589844, 84.99772644042969,  83.2031021118164,17.806333541870117,0.20000001788139343, 35.40235788027446
   48,           240000, 1131.995025244967, 325.1218815292415,  690.762993525376, 1648.265893328595,    213.9, -291.7034606933594, 86.05766296386719, 84.38275146484375,17.740324020385742,0.20000001788139343,36.182782399654386
   49,           245000, 664.0483126702533,105.39450868283785, 512.8056643696267, 811.9136054700234,    126.8,   -294.58154296875,  87.1212158203125, 85.48995971679688,17.761375427246094,0.20000001788139343,36.931775140762326
   50,           250000,1017.2640371639012, 585.2142775481258,468.65827001378324, 2493.756529195399,    196.3,-298.01763916015625, 86.88395690917969, 85.33366394042969,17.778244018554688,0.20000001788139343,   37.704292567571
   51,           255000, 698.8132507661086, 91.47140093512536, 538.0605059546734, 853.2669787499395,    133.9,-301.19989013671875, 89.20564270019531, 87.55978393554688, 17.75827407836914,0.20000001788139343,38.467794966697696
   52,           260000,1115.6294272055093, 372.3761749154037, 584.7332431456484,1851.5381897019065,    209.0, -303.7509460449219, 93.22266387939453, 90.73033142089844, 17.71725082397461,0.20000001788139343, 39.23632686138153
   53,           265000,  3821.28162693239,1972.3727267386882, 731.9672215548214, 5222.135975832799,    738.1, -307.4239807128906, 94.25567626953125, 91.64348602294922,17.731420516967773,0.20000001788139343,40.094532028834024
   54,           270000,1195.1334668506302, 500.5082398599738, 594.8917797832629,1954.1050842237423,    225.5, -310.9846496582031, 94.37474060058594, 92.09417724609375, 17.69866943359375,0.20000001788139343,40.866471751530966
   55,           275000, 1436.306646503505, 831.8845258717707,473.40750068963564,3393.0038823858636,    276.1, -314.7501220703125, 96.12033081054688, 93.62833404541016,17.671907424926758,0.20000001788139343, 41.63261905908585
   56,           280000, 1280.510423091732, 894.6756295024173, 607.9412596350447, 3765.990472219749,    244.8,  -318.818115234375, 95.97647857666016,  94.2326889038086,17.643190383911133,0.20000001788139343, 42.40432753165563
   57,           285000,1803.1485101727642, 900.7259278048228,  569.427510584635, 3036.312456902762,    341.4,   -322.55224609375, 97.14453887939453, 95.07091522216797,17.667949676513672,0.20000001788139343,43.199771237373355
   58,           290000, 1329.640406884792, 510.5781073640661, 820.4067292905615,2605.5161535564894,    254.7,-326.03094482421875, 98.77764129638672, 96.56907653808594,17.642444610595703,0.20000001788139343,  43.9814932902654
   59,           295000,1505.1451512925778, 811.2076056916129, 775.4443221549514, 3678.539754692243,    292.5, -329.7156677246094,101.47483825683594,  99.1287612915039,  17.6444149017334,0.20000001788139343, 44.76548272768657
   60,           300000, 1648.619739229966,1123.2306520618072, 779.0241465793481,3904.5646624538167,    305.6,  -332.781494140625,102.33519744873047,100.14047241210938, 17.60103988647461,0.20000001788139343, 45.56150963306427
   61,           305000, 783.4252921901235,192.67919228453027, 572.4442506335217,1251.7005755315363,    147.8, -335.9372863769531,103.24839782714844,100.86528778076172,17.616331100463867,0.20000001788139343, 46.31437234083811
   62,           310000,1160.5821531306158, 407.6343876949968,  561.235092784509,1862.2136545766136,    219.8, -339.0787353515625,   104.11181640625,102.22048950195312,17.603343963623047,0.20000001788139343, 47.08265592257182
   63,           315000, 1856.841881873738, 1054.716856942618, 658.2692215392667,3552.6979977701403,    353.7, -341.8407897949219, 105.9543228149414,103.25688171386719,17.592350006103516,0.20000001788139343,47.872206048170725
   64,           320000, 1100.187036668021, 268.8899083281812, 684.2273730622082,1605.5848450696758,    211.7,  -344.845947265625, 107.7989273071289, 105.3443374633789, 17.58850860595703,0.20000001788139343, 48.63370861609777
   65,           325000, 965.9078233079814,481.76869083574326, 558.2116371960202,2344.6143189314844,    182.1, -348.0361022949219,109.14372253417969,107.14507293701172,17.607440948486328,0.20000001788139343, 49.40742410024007
   66,           330000,2237.2275596358368, 1198.796326111663,   990.84662566561, 5223.327588250559,    441.5, -350.9515380859375,109.62337493896484,107.26167297363281,17.607458114624023,0.20000001788139343,50.216095459461215
   67,           335000,2930.5992798838715, 1378.943354779515, 862.7777812411184, 5214.688474374276,    561.9, -353.8358459472656,110.64506530761719,   107.81201171875, 17.60935401916504,0.20000001788139343, 51.05174876054128
   68,           340000,1584.3183599546014,1003.8776144518212, 654.4865854251024, 4137.772085794257,    300.5, -356.1509704589844,112.34760284423828, 110.7188491821289, 17.60240936279297,0.20000001788139343, 51.84358398914337
   69,           345000,2549.6722101601526,1892.4173468248132, 637.1440408173992,  5375.09383675161,    477.1, -358.5184631347656,113.14197540283203,110.95377349853516,    17.56103515625,0.20000001788139343, 52.64939565261205
   70,           350000, 3923.919145081575, 1762.607392156017, 784.1053597317273, 5380.292040982597,    738.0, -360.7854919433594,114.42649841308594,112.03765869140625,17.558452606201172,0.20000001788139343,53.504700648784635
   71,           355000,3778.6742833500584,1585.3073100748907,1105.9983020517654, 5350.979018249983,    724.7, -363.7953796386719,112.94476318359375,111.16641235351562, 17.57527732849121,0.20000001788139343, 54.35890312989553
   72,           360000,3488.1169973547467,2020.3668429589743, 907.3215359626449, 5186.548051624461,    680.9, -366.1221008300781,114.23228454589844,111.63629913330078,17.585647583007812,0.20000001788139343, 55.21216634114583
   73,           365000,4144.1858960022455,1842.4203593092332, 524.7365439853021, 5346.946346550363,    778.4, -368.5481872558594,113.32274627685547,110.92998504638672, 17.58130645751953,0.20000001788139343,56.082960895697276
   74,           370000,2015.9334489208497, 838.8591257265961, 823.5700719921389, 3393.369511754061,    377.9, -370.7056884765625,113.04122161865234,110.71751403808594,17.579822540283203,0.20000001788139343, 56.88293138742447
   75,           375000,1809.0378424251207,1291.9045666866639, 462.9390470701397, 4245.189454910139,    343.1, -374.1460876464844,111.96118927001953,110.13113403320312,17.591005325317383,0.20000001788139343,57.678919804096225
   76,           380000,  922.950818373324,261.09850198557035, 554.2528221089065,  1433.94837303829,    176.5,-376.83831787109375,112.68212127685547,110.72315216064453, 17.57732582092285,0.20000001788139343, 58.44002593755722
   77,           385000,3079.4008187050877,1551.5815692181857,1039.7145334747204, 5174.088515861931,    583.1,  -380.262939453125, 111.0400161743164,108.48085021972656,17.628253936767578,0.20000001788139343,59.270587213834126
   78,           390000, 4457.897396096967,1541.7825480792199, 650.3085152267453, 5397.948635039898,    833.2, -383.5672912597656,109.79207611083984,107.76225280761719,17.646621704101562,0.20000001788139343, 60.12981673876445
   79,           395000, 4187.431151517394,1357.1545275662459,1473.9273332260693, 5313.036950195347,    792.0, -386.7460632324219,111.57877349853516, 110.0343017578125,17.642372131347656,0.20000001788139343,  60.9926818728447
   80,           400000, 4421.744676127549,1377.9149031976617,1285.2011252264992, 5299.726914437288,    844.9, -389.6584167480469,110.03506469726562, 108.6668472290039,17.656055450439453,0.20000001788139343,61.879082628091176
   81,           405000,4045.7974519717027,  1260.94972688689,2047.0314697892022, 5343.245085736138,    764.3, -392.2129211425781, 110.7667007446289,109.22370910644531,17.636014938354492,0.20000001788139343,62.734585865338644
   82,           410000,3462.2408304299724,1619.9967860537733, 989.5480841310318, 5320.498925884307,    656.6, -395.0014953613281,    111.0927734375,109.51664733886719, 17.64707374572754,0.20000001788139343, 63.58643442789714
   83,           415000, 4463.669367742462,1763.3016659755554, 672.4925925168678, 5407.991873743783,    837.4,-397.31866455078125,110.77877807617188,109.53662872314453,17.662202835083008,0.20000001788139343, 64.46472463607788
   84,           420000, 4337.338731170246,1663.1868955647872, 916.8746469929788, 5286.910050066573,    824.2,  -400.233154296875,107.95812225341797,106.56858825683594,17.674394607543945,0.20000001788139343, 65.33317101796469
   85,           425000,1792.2949095820848, 996.5779241491675, 540.5645996533468, 2972.611199294334,    335.4,-403.41864013671875,108.11013793945312,107.00648498535156,17.691972732543945,0.20000001788139343, 66.11265549659728
   86,           430000, 4946.125638360272, 944.0404186727628,2290.5746738144408, 5388.541884632507,    924.7, -406.0179443359375,108.98507690429688,108.88087463378906, 17.64809799194336,0.20000001788139343, 67.01540276606877
   87,           435000,3306.4361993557663,1449.7276735355929,1261.6964755218646, 5359.044967203807,    626.7, -408.1617126464844,111.25672149658203,110.16228485107422,17.632728576660156,0.20000001788139343,  67.8545665383339
   88,           440000,4953.8866609838815,1047.4048282585175, 1813.972656219078, 5357.742084434139,    934.5, -410.1463928222656, 111.0031967163086,109.94429016113281,17.654016494750977,0.20000001788139343, 68.74189250071844
   89,           445000,4539.2199735718705, 1153.047358401947,2463.1971989104713, 5304.389318842332,    856.7,  -412.427490234375, 109.2814712524414,108.70929718017578,17.652103424072266,0.20000001788139343, 69.62709778149923
   90,           450000, 4532.314588558507, 1385.691466807646, 1519.220321799161, 5415.302907201851,    840.1, -414.9627990722656,109.73067474365234,108.57498931884766,17.646591186523438,0.20000001788139343, 70.49251753489176
   91,           455000, 4829.746761101602, 920.0111537114119,2694.3603761886525, 5306.947280553717,    912.8,-417.14422607421875,107.66307830810547,107.84239959716797,17.706775665283203,0.20000001788139343, 71.38175119161606
   92,           460000,5031.1737066348815,489.84263441700136, 3564.656583918184, 5250.156632318902,    968.7,      -420.34765625,106.05492401123047, 105.5177993774414, 17.72007179260254,0.20000001788139343,  72.2693084716797
   93,           465000,3248.8538546092177,1216.5493986808583,1663.3147749200812,5238.8353716206275,    624.7, -421.8890075683594,106.15354919433594,106.33377838134766,17.723161697387695,0.20000001788139343,   73.109634633859
   94,           470000, 4832.069497196185, 758.4935001439726, 3424.509783780973, 5356.523945966822,    910.2, -424.5863952636719,103.85845184326172,103.88644409179688,17.757246017456055,0.20000001788139343,  73.9923195083936
   95,           475000, 4893.270284257285,1247.4615639040562, 1151.094042875418,5340.2929697896725,    921.5,     -427.310546875,102.36034393310547,102.76153564453125,17.802608489990234,0.20000001788139343, 74.87999720573426
   96,           480000, 4760.602902187108,1101.7326801851914,2219.0746204251773, 5329.196923684052,    897.9, -429.9320068359375,102.29766082763672,  102.519287109375,17.816740036010742,0.20000001788139343,  75.7734918753306
   97,           485000, 4965.336014172184, 898.8996108705895,2320.3361864855096, 5362.496217761934,    934.8, -431.8381042480469, 103.1704330444336, 103.3597412109375,    17.81201171875,0.20000001788139343, 76.67053484121958
   98,           490000, 5258.322514552643, 31.00820429530226,5188.8039812792595, 5293.880929309811,   1000.0, -433.0889892578125,102.11251068115234, 102.2453384399414,17.795452117919922,0.20000001788139343, 77.57265985806784
   99,           495000,5001.6925883834965, 877.7287413871497,2375.3089286917525, 5361.182465161147,    944.0, -435.7449035644531,     100.634765625,100.80491638183594,17.811073303222656,0.20000001788139343, 78.46892478068669
  100,           500000, 4913.942421137853, 1334.094459869515, 912.5719064058858, 5419.479544515227,    917.9,-438.01129150390625,100.65254974365234,101.27355194091797,17.884252548217773,0.20000001788139343, 79.35893552700678
  101,           505000, 3606.400230452561,1828.2519982404713, 1019.837680677367, 5299.205353231203,    687.2, -439.3256530761719,100.20625305175781,100.42411804199219,17.874662399291992,0.20000001788139343,  80.2055970231692
  102,           510000, 4462.715430410491,1644.2813150086001, 693.7989188857555, 5461.311950433088,    822.5,-440.76458740234375,  100.237548828125,100.83768463134766,  17.8441162109375,0.20000001788139343, 81.07721728086472
  103,           515000,4716.3811172218675,1187.9330003069858,1742.1301206127678, 5350.758646318214,    892.5,-442.80108642578125, 98.39022827148438, 98.96641540527344,17.853830337524414,0.20000001788139343, 81.95093492269515
  104,           520000, 4841.176976094253, 942.2291207151345, 2412.712700978412, 5343.414513238913,    919.7, -445.0671081542969, 99.53157043457031,100.30770111083984,17.877771377563477,0.20000001788139343,  82.8441245317459
  105,           525000, 5408.155078644916,   7.7011377735715,  5386.21478149788, 5415.452591763104,   1000.0, -446.4784851074219,  99.4671630859375, 99.71383666992188,17.877460479736328,0.20000001788139343,  83.7419512907664
  106,           530000, 5142.333577957795, 655.9511329344853, 3174.897145797683, 5385.095692559138,    959.8, -448.7050476074219,  97.1932373046875, 98.16815185546875, 17.93171501159668,0.20000001788139343, 84.63362882137298
  107,           535000, 5449.181913911079, 28.54881581519852, 5388.443617115785,  5486.65243207363,   1000.0, -450.0779113769531, 95.80326080322266, 96.48822784423828,17.941699981689453,0.20000001788139343, 85.54015810887019
  108,           540000,3389.6084561621838, 1247.903610171682,1979.2168738081332, 5342.831792904013,    649.6, -452.3900146484375, 95.82624053955078, 96.26447296142578, 17.94236183166504,0.20000001788139343, 86.38065792322159
  109,           545000, 5061.024492047254,484.81708205391135, 4231.525043202627, 5424.592237212097,    942.2, -454.3175048828125,  95.9100341796875, 96.36198425292969,17.950857162475586,0.20000001788139343, 87.26240022579829
  110,           550000, 4983.640865577203, 1116.897632726815, 1633.807820717541, 5383.403484837136,    930.6, -455.6973876953125, 97.19776153564453, 98.24673461914062,17.954862594604492,0.20000001788139343, 88.15338064829508
  111,           555000,3859.7534436765877, 1302.013936333085,2018.8773983380147, 5399.075385850638,    717.6,-457.82818603515625, 96.94800567626953,  98.0139389038086,17.942258834838867,0.20000001788139343, 89.00611904462178
  112,           560000, 5185.562795583079, 561.8720997102553,3575.8523977528885, 5460.750465123645,    956.9,    -459.3232421875, 96.42730712890625, 97.08572387695312, 17.98011016845703,0.20000001788139343, 89.88935139973958
  113,           565000, 4317.424140531553,1418.1333804727567,1261.7487291483176, 5370.765193319559,    805.3, -461.3493957519531, 94.84942626953125, 95.65286254882812, 17.97616195678711,0.20000001788139343, 90.74760992129644
  114,           570000, 4385.613776367907,1455.3158699097364,1442.1221525767978, 5416.499793325412,    811.8, -462.5697021484375, 95.01014709472656, 95.26971435546875,17.996917724609375,0.20000001788139343, 91.61294237375259
  115,           575000, 4095.988620416898, 1380.448451716961,1553.3638482338301, 5311.373216104399,    781.8, -463.8594055175781, 96.16136169433594, 96.40472412109375,17.947227478027344,0.20000001788139343, 92.47613206704457
  116,           580000,  5393.90467638103,27.340850843664185, 5336.266540066659, 5419.165672345707,   1000.0,-465.49334716796875, 95.49471282958984, 96.21126556396484,17.983518600463867,0.20000001788139343, 93.37179111639658
  117,           585000, 5334.933246957376, 56.78359544107485, 5208.264776867301, 5389.106022584309,   1000.0, -466.9585876464844, 96.46845245361328, 97.47460174560547,17.976581573486328,0.20000001788139343, 94.27727474768956
  118,           590000, 4928.457205726075, 685.6205956073376,3151.9150447600796, 5336.404585060942,    938.4, -467.8843078613281, 93.98590850830078,  94.7751235961914,18.009262084960938,0.20000001788139343, 95.16928160985312
  119,           595000, 4304.710505230557,1516.7170357842524,1235.4433240265337, 5564.338539803728,    782.1,-469.18756103515625,  93.9922103881836, 94.77558898925781,18.002511978149414,0.20000001788139343, 96.02800639867783
  120,           600000, 5101.016279337635,445.95618545876187, 4024.679185337877,5418.1770009029315,    950.4, -469.9547119140625,  93.9342041015625, 94.67739868164062,18.062406539916992,0.20000001788139343, 96.90682918628058
  121,           605000, 5395.386219850539,  12.1815327435411, 5373.510415703448, 5421.228614432668,   1000.0,-470.94000244140625, 93.71600341796875, 94.52832794189453,18.058563232421875,0.20000001788139343, 97.80399115085602
  122,           610000, 5429.412341936694,10.162269464328483, 5410.095049172043, 5447.950288645934,   1000.0,-471.87176513671875, 91.22882843017578,  92.6307601928711,18.100358963012695,0.20000001788139343, 98.69622559944789
  123,           615000, 4911.278495122548,1010.8352838622051, 1905.233033128191,  5337.66431638697,    926.4, -472.6026611328125, 93.48173522949219, 93.81614685058594,18.034034729003906,0.20000001788139343, 99.58471060593924
  124,           620000, 4526.236946622509,1152.5473468027626,2249.5115701924233, 5406.568311831214,    845.5, -473.7148132324219, 92.30846405029297, 92.99642181396484, 18.05243682861328,0.20000001788139343,100.46398585240046
  125,           625000,3728.1484379919007,1562.9627412683178,1213.0739961061681, 5295.671269317039,    712.2, -474.9469909667969, 94.05736541748047,  94.2209243774414,18.121318817138672,0.20000001788139343,101.30168435573577
  126,           630000,2787.6010197159544,1693.2310013665694, 529.7059987925104, 5173.453329336263,    542.7, -476.0899963378906, 93.40184020996094,  94.5139389038086,  18.1214599609375,0.20000001788139343, 102.1118100086848
  127,           635000, 4652.166640136505,1221.6351360389915,1967.3499255479458, 5431.523123015837,    867.4, -477.1054992675781,  92.6884536743164, 93.72352600097656,18.117570877075195,0.20000001788139343,102.99802618026733
  128,           640000, 5410.286733622555,  27.7017098106971, 5346.809010450281,5440.4954424347015,   1000.0, -477.8435363769531,  92.1728286743164, 92.67457580566406, 18.11029624938965,0.20000001788139343,103.90875787734986
  129,           645000, 5410.877823114688,45.392397937944764,5292.4174211557665, 5455.842164902455,   1000.0, -479.1780090332031, 90.78361511230469, 91.47117614746094,18.104183197021484,0.20000001788139343, 104.8197707136472
  130,           650000,5040.3200740543125,1166.8643657544021,1539.8358398448333, 5443.497581458897,    928.7, -481.4185485839844, 89.50395965576172,  90.6933364868164,18.168832778930664,0.20000001788139343,105.70530100663503
  131,           655000, 5075.940833437127,1029.0926597728903,1989.3595712487127, 5459.928368500327,    936.7, -482.6722106933594, 89.77010345458984, 89.97782897949219,18.141189575195312,0.20000001788139343, 106.5974912961324
  132,           660000, 4337.815551374627, 1530.774866799726,1703.5789641566648, 5501.134544555251,    790.5, -483.4379577636719, 90.13331604003906, 91.30339050292969,18.163375854492188,0.20000001788139343,107.46312034130096
  133,           665000, 5051.774452614227, 955.4546295899014,2185.9408290189976, 5396.605863446589,    940.6, -484.9276428222656,  88.4996109008789, 89.36786651611328, 18.17809295654297,0.20000001788139343,108.34744656085968
  134,           670000,5324.6481033874325,20.624905765809586, 5271.941391224247, 5344.901161074658,   1000.0,           -485.625,  88.8204574584961,  90.0511474609375, 18.16300392150879,0.20000001788139343,109.24119962453842
  135,           675000, 5301.450251796635, 23.14802165127521, 5272.369981085005,  5336.03899761971,   1000.0, -486.2484436035156, 89.43758392333984, 90.09638977050781, 18.18244743347168,0.20000001788139343,110.14231278101603
  136,           680000, 5470.188974829079,12.172952204798747, 5438.098387444408, 5485.052673326729,   1000.0, -487.0672607421875,  90.1585464477539, 90.88406372070312, 18.15868377685547,0.20000001788139343,111.03339368502299
  137,           685000,3783.5077781316213,1965.0901651315958, 885.8985690089786, 5391.003052428625,    710.3,-488.06829833984375, 89.14112854003906, 89.74639892578125, 18.15677261352539,0.20000001788139343,111.88233432769775
